material,year,country,route,energy_MJ_per_kg,emissions_kgCO2e_per_kg,mining_energy_MJ_per_kg,smelting_energy_MJ_per_kg,refining_energy_MJ_per_kg,fabrication_energy_MJ_per_kg,recycled_content_frac,recycling_efficiency_frac,recycled_output_kg_per_kg,loop_closing_potential_USD_per_kg,reuse_potential_score,repairability_score,product_lifetime_years,end_of_life_route,transport_distance_km,transport_mode,electricity_grid_renewable_pct,renewable_electricity_frac,material_criticality_score,economic_value_USD_per_kg,circularity_index_default,missing_data_flag,V_kg,recovered_kg,W_kg,LFI,lifespan_clipped,F,MCI_raw,MCI,MCI_percent
Steel,2024,Germany,Primary,22.554,2.076,5.749,9.378,3.233,4.195,0.015,0.3,0.005,0.005,0.591,0.382,6.9,Recycled,72.6,Ship,41.0,0.41,0.128,0.954,0.303,0,0.985,0.005,0.995,0.99,6.9,1.956522,-0.93695678,0.0,0.0
Steel,2019,USA,Secondary,6.114,0.831,0.696,1.107,0.248,4.063,0.677,0.856,0.58,0.287,0.324,0.476,8.4,Recycled,76.0,Truck,33.8,0.338,0.647,0.495,0.59,0,0.323,0.58,0.42,0.3715,8.4,1.607143,0.4029463755,0.402946,40.29
Steel,2019,India,Primary,24.245,1.92,7.664,8.697,4.327,3.557,0.008,0.3,0.002,0.002,0.553,0.476,9.0,Landfill,581.5,Ship,45.6,0.456,0.278,0.773,0.314,0,0.992,0.002,0.998,0.995,9.0,1.5,-0.49249999999999994,0.0,0.0
Nickel,2019,Chile,Primary,77.68,7.53,29.879,31.956,8.516,7.33,0.066,0.433,0.028,0.456,0.177,0.132,0.5,Recycled,455.2,Truck,40.2,0.402,0.321,16.285,0.267,0,0.934,0.028,0.972,0.953,0.5,27.0,-24.730999999999998,0.0,0.0
Nickel,2020,Australia,Primary,59.206,9.052,22.141,28.816,5.422,2.826,0.048,0.3,0.014,0.249,0.453,0.125,3.7,Landfill,609.8,Truck,32.3,0.323,0.15,17.752,0.247,0,0.952,0.014,0.986,0.969,3.7,3.648649,-2.5355408809999997,0.0,0.0
Lithium,2023,China,Secondary,26.75,3.622,5.864,3.533,2.049,15.303,0.679,0.754,0.512,12.462,0.541,0.062,4.0,Recycled,253.7,Truck,20.8,0.208,0.052,24.339,0.525,0,0.321,0.512,0.488,0.4045,4.0,3.375,-0.3651875,0.0,0.0
Aluminium,2021,Chile,Primary,54.392,16.001,6.939,34.407,7.026,6.021,0.052,0.3,0.016,0.029,0.283,0.473,8.7,Recycled,195.2,Truck,53.6,0.536,0.473,1.82,0.3,0,0.948,0.016,0.984,0.966,8.7,1.551724,-0.4989653840000001,0.0,0.0
Steel,2024,Australia,Primary,21.991,2.54,6.342,9.06,3.69,2.898,0.035,0.3,0.01,0.008,0.435,0.598,8.5,Recycled,5.3,Ship,32.4,0.324,0.751,0.803,0.289,0,0.965,0.01,0.99,0.9775,8.5,1.588235,-0.5524997125000002,0.0,0.0
Aluminium,2023,Canada,Primary,64.542,13.504,8.897,44.046,5.331,6.268,0.012,0.44,0.005,0.011,0.697,0.322,6.6,Recycled,46.3,Ship,13.5,0.135,0.381,2.148,0.299,0,0.988,0.005,0.995,0.9915,6.6,2.045455,-1.0280686325000001,0.0,0.0
Zinc,2018,Australia,Primary,31.055,4.223,8.845,12.273,4.532,5.406,0.032,0.324,0.01,0.023,0.515,0.282,6.9,Landfill,22.0,Rail,17.9,0.179,0.135,2.321,0.246,0,0.968,0.01,0.99,0.979,6.9,1.956522,-0.915435038,0.0,0.0
Aluminium,2023,Germany,Primary,75.705,10.517,13.644,50.38,6.47,5.21,0.018,0.3,0.006,0.01,0.25,0.315,10.8,Recycled,320.5,Truck,33.5,0.335,0.159,1.674,0.23,0,0.982,0.006,0.994,0.988,10.8,1.25,-0.23499999999999988,0.0,0.0
Zinc,2022,Canada,Secondary,8.831,0.686,0.63,1.462,0.635,6.104,0.632,0.753,0.476,0.96,0.272,0.261,4.1,Downcycled,206.1,Truck,31.5,0.315,0.507,2.016,0.514,0,0.368,0.476,0.524,0.446,4.1,3.292683,-0.4685366179999999,0.0,0.0
Copper,2018,Australia,Secondary,8.022,1.305,0.696,1.205,0.589,5.533,0.629,0.743,0.467,2.482,0.388,0.585,12.0,Recycled,15.9,Truck,25.3,0.253,0.427,5.314,0.547,0,0.371,0.467,0.533,0.452,12.0,1.125,0.49149999999999994,0.4915,49.15
Aluminium,2021,China,Primary,61.556,14.184,8.745,37.929,7.801,7.081,0.041,0.478,0.019,0.037,0.673,0.485,9.7,Landfill,13.7,Rail,53.8,0.538,0.276,1.928,0.411,0,0.959,0.019,0.981,0.97,9.7,1.391753,-0.35000041000000004,0.0,0.0
Steel,2020,Chile,Primary,18.205,1.919,5.996,6.338,3.21,2.662,0.035,0.3,0.011,0.01,0.326,0.359,11.6,Recycled,121.6,Ship,55.8,0.558,0.588,0.889,0.295,0,0.965,0.011,0.989,0.977,11.6,1.163793,-0.13702576100000008,0.0,0.0
Nickel,2018,Brazil,Primary,77.319,7.563,28.9,33.137,9.172,6.11,0.015,0.3,0.004,0.065,0.523,0.195,6.0,Recycled,262.0,Truck,40.0,0.4,0.094,16.261,0.272,0,0.985,0.004,0.996,0.9905,6.0,2.25,-1.228625,0.0,0.0
Nickel,2022,Canada,Primary,83.118,7.588,30.916,37.075,7.41,7.717,0.027,0.3,0.008,0.195,0.532,0.259,9.6,Downcycled,464.6,Ship,12.9,0.129,0.078,24.362,0.228,0,0.973,0.008,0.992,0.9825,9.6,1.40625,-0.38164062499999996,0.0,0.0
Steel,2019,Canada,Secondary,5.99,0.704,0.428,0.701,0.278,4.583,0.675,0.813,0.549,0.462,0.109,0.592,7.5,Recycled,521.3,Truck+Ship,47.1,0.471,0.045,0.842,0.582,0,0.325,0.549,0.451,0.388,7.5,1.8,0.3016,0.3016,30.16
Aluminium,2018,India,Secondary,5.065,0.543,0.462,0.267,0.084,4.253,0.736,0.851,0.627,1.002,0.411,0.639,8.0,Cascaded,52.8,Truck,32.9,0.329,0.351,1.598,0.631,0,0.264,0.627,0.373,0.3185,8.0,1.6875,0.46253124999999995,0.462531,46.25
Copper,2024,Canada,Secondary,6.732,0.994,0.487,0.728,0.547,4.971,0.836,0.775,0.648,2.621,0.465,0.227,10.0,Recycled,8.9,Truck,40.7,0.407,0.149,4.045,0.615,0,0.164,0.648,0.352,0.258,10.0,1.35,0.6517,0.6517,65.17
Nickel,2019,Chile,Primary,73.743,8.289,26.551,32.069,8.152,6.97,0.004,0.3,0.001,0.023,0.137,0.122,7.3,Incinerated,228.7,Rail,35.4,0.354,0.195,22.796,0.195,0,0.996,0.001,0.999,0.9975,7.3,1.849315,-0.8446917125000002,0.0,0.0
Copper,2022,Germany,Secondary,7.388,1.178,0.801,0.884,0.572,5.131,0.729,0.815,0.595,3.129,0.64,0.552,6.9,Landfill,92.8,Ship,18.2,0.182,0.223,5.258,0.614,0,0.271,0.595,0.405,0.338,6.9,1.956522,0.3386955639999999,0.338696,33.87
Copper,2019,Canada,Secondary,7.299,1.14,0.0,0.791,0.666,5.841,0.807,0.862,0.696,3.806,0.35,0.575,11.2,Incinerated,238.4,Truck,47.6,0.476,0.025,5.469,0.666,0,0.193,0.696,0.304,0.2485,11.2,1.205357,0.7004687855,0.700469,70.05
Cobalt,2022,Canada,Secondary,20.48,3.027,1.773,3.574,2.915,12.219,0.888,0.829,0.736,23.933,0.135,0.357,9.9,Recycled,555.9,Ship,27.9,0.279,0.423,32.518,0.582,1,0.112,0.736,0.264,0.188,9.9,1.363636,0.743636432,0.743636,74.36
Cobalt,2024,China,Primary,82.941,10.781,33.243,27.718,13.667,8.312,0.002,0.3,0.001,0.037,0.221,0.138,2.7,Recycled,633.3,Truck,53.9,0.539,0.21,36.631,0.245,0,0.998,0.001,0.999,0.9985,2.7,5.0,-3.9925000000000006,0.0,0.0
Aluminium,2021,Canada,Primary,73.637,12.256,11.036,47.171,9.475,5.956,0.028,0.3,0.008,0.018,0.421,0.641,9.0,Landfill,178.7,Truck+Ship,80.1,0.801,0.041,2.253,0.384,0,0.972,0.008,0.992,0.982,9.0,1.5,-0.47299999999999986,0.0,0.0
Nickel,2018,USA,Secondary,20.324,2.709,0.893,3.424,1.697,14.309,0.766,0.912,0.699,7.871,0.158,0.101,4.9,Recycled,131.5,Ship,30.5,0.305,0.207,11.26,0.56,0,0.234,0.699,0.301,0.2675,4.9,2.755102,0.263010215,0.26301,26.3
Aluminium,2021,Germany,Secondary,5.596,0.666,0.36,0.747,0.391,4.098,0.817,0.761,0.622,0.715,0.457,0.522,10.3,Downcycled,107.4,Truck,49.1,0.491,0.622,1.149,0.652,0,0.183,0.622,0.378,0.2805,10.3,1.31068,0.63235426,0.632354,63.24
Nickel,2018,India,Primary,65.154,7.404,23.136,29.34,5.916,6.762,0.021,0.3,0.006,0.146,0.28,0.122,0.5,Recycled,66.5,Ship,59.0,0.59,0.382,24.334,0.267,0,0.979,0.006,0.994,0.9865,0.5,27.0,-25.6355,0.0,0.0
Steel,2021,China,Primary,18.46,2.202,4.986,8.138,2.612,2.725,0.089,0.3,0.027,0.026,0.424,0.617,7.2,Recycled,69.3,Rail,17.3,0.173,0.307,0.971,0.272,0,0.911,0.027,0.973,0.942,7.2,1.875,-0.7662499999999999,0.0,0.0
Aluminium,2020,China,Secondary,5.462,0.873,0.184,0.646,0.242,4.392,0.594,0.772,0.458,0.696,0.722,0.22,10.1,Recycled,227.6,Ship,43.6,0.436,0.322,1.52,0.598,0,0.406,0.458,0.542,0.474,10.1,1.336634,0.36643548400000003,0.366435,36.64
Aluminium,2023,Germany,Secondary,7.156,0.763,0.009,1.188,0.223,5.736,0.733,0.87,0.638,0.568,0.536,0.332,7.9,Recycled,224.4,Ship,43.0,0.43,0.189,0.891,0.644,0,0.267,0.638,0.362,0.3145,7.9,1.708861,0.4625632155,0.462563,46.26
Aluminium,2024,USA,Secondary,5.592,0.772,0.126,0.547,0.293,4.626,0.61,0.865,0.528,0.501,0.734,0.518,5.8,Downcycled,137.3,Ship,49.7,0.497,0.152,0.949,0.673,0,0.39,0.528,0.472,0.431,5.8,2.327586,-0.003189566000000088,0.0,0.0
Steel,2020,USA,Secondary,7.712,0.844,0.998,0.903,0.662,5.149,0.625,0.799,0.499,0.344,0.213,0.715,9.6,Incinerated,198.9,Rail,38.3,0.383,0.127,0.689,0.576,0,0.375,0.499,0.501,0.438,9.6,1.40625,0.3840625,0.384062,38.41
Steel,2022,USA,Primary,15.483,2.237,4.455,6.557,2.117,2.354,0.018,0.397,0.007,0.006,0.157,0.844,5.4,Recycled,37.7,Truck+Ship,33.5,0.335,0.404,0.865,0.299,0,0.982,0.007,0.993,0.9875,5.4,2.5,-1.46875,0.0,0.0
Steel,2018,USA,Secondary,6.077,0.551,0.587,0.98,0.318,4.192,0.872,0.755,0.658,0.481,0.699,0.538,10.0,Downcycled,331.0,Truck,24.1,0.241,0.63,0.731,0.651,0,0.128,0.658,0.342,0.235,10.0,1.35,0.68275,0.68275,68.27
Copper,2019,India,Secondary,7.951,1.381,0.106,1.599,0.446,5.801,0.753,0.87,0.655,3.728,0.576,0.515,8.5,Recycled,204.7,Truck,38.7,0.387,0.028,5.691,0.665,0,0.247,0.655,0.345,0.296,8.5,1.588235,0.52988244,0.529882,52.99
Copper,2019,USA,Primary,27.27,3.933,7.165,11.684,5.627,2.795,0.047,0.328,0.015,0.115,0.256,0.42,12.4,Landfill,18.3,Truck,28.6,0.286,0.316,7.646,0.248,0,0.953,0.015,0.985,0.969,12.4,1.08871,-0.05495998999999996,0.0,0.0
Aluminium,2019,Australia,Secondary,6.679,1.329,0.302,0.551,0.207,5.618,0.552,0.854,0.472,0.574,0.595,0.6,10.8,Recycled,466.0,Ship,22.6,0.226,0.28,1.217,0.589,0,0.448,0.472,0.528,0.488,10.8,1.25,0.39,0.39,39.0
Copper,2020,Canada,Primary,24.729,3.84,7.44,11.32,4.361,1.609,0.01,0.3,0.003,0.019,0.462,0.444,7.6,Recycled,173.2,Truck,50.8,0.508,0.134,6.209,0.308,0,0.99,0.003,0.997,0.9935,7.6,1.776316,-0.7647699460000001,0.0,0.0
Aluminium,2022,Germany,Secondary,6.431,0.862,0.314,0.763,0.378,4.976,0.668,0.833,0.556,0.578,0.501,0.389,9.9,Recycled,7.2,Truck,17.7,0.177,0.103,1.039,0.566,0,0.332,0.556,0.444,0.388,9.9,1.363636,0.470909232,0.470909,47.09
Cobalt,2022,India,Secondary,23.477,3.53,3.163,3.391,2.916,14.006,0.564,0.86,0.485,10.446,0.355,0.313,6.4,Recycled,357.7,Truck,30.9,0.309,0.514,21.538,0.545,0,0.436,0.485,0.515,0.4755,6.4,2.109375,-0.003007812499999929,0.0,0.0
Lithium,2019,Brazil,Secondary,26.628,2.996,5.412,3.68,3.342,14.194,0.62,0.819,0.508,16.593,0.337,0.266,7.6,Downcycled,430.7,Truck,15.3,0.153,0.075,32.663,0.508,0,0.38,0.508,0.492,0.436,7.6,1.776316,0.225526224,0.225526,22.55
Aluminium,2024,Australia,Secondary,7.572,1.28,0.445,0.614,0.299,6.214,0.655,0.898,0.588,0.697,0.718,0.609,11.0,Recycled,234.2,Ship,38.3,0.383,0.315,1.186,0.678,0,0.345,0.588,0.412,0.3785,11.0,1.227273,0.5354771695,0.535477,53.55
Steel,2021,Australia,Primary,19.286,1.944,5.366,7.648,2.935,3.336,0.061,0.347,0.021,0.023,0.617,0.397,8.3,Recycled,203.3,Ship,15.0,0.15,0.279,1.115,0.282,1,0.939,0.021,0.979,0.959,8.3,1.626506,-0.559819254,0.0,0.0
Nickel,2019,Germany,Secondary,20.939,2.637,2.343,3.065,0.604,14.928,0.719,0.777,0.558,7.219,0.307,0.298,0.5,Recycled,122.2,Ship,14.7,0.147,0.307,12.937,0.518,0,0.281,0.558,0.442,0.3615,0.5,27.0,-8.7605,0.0,0.0
Copper,2019,China,Primary,32.72,4.072,8.122,15.852,5.852,2.894,0.023,0.709,0.016,0.097,0.274,0.588,7.1,Downcycled,167.6,Ship,23.5,0.235,0.088,6.076,0.365,0,0.977,0.016,0.984,0.9805,7.1,1.901408,-0.864330544,0.0,0.0
Lithium,2023,Chile,Primary,101.924,10.67,50.113,18.887,16.873,16.05,0.019,0.532,0.01,0.525,0.171,0.189,3.1,Recycled,240.4,Ship,39.8,0.398,0.204,52.506,0.288,0,0.981,0.01,0.99,0.9855,3.1,4.354839,-3.2916938345,0.0,0.0
Steel,2018,USA,Secondary,7.605,0.955,0.756,1.017,0.477,5.355,0.753,0.896,0.675,0.462,0.241,0.364,8.8,Recycled,64.1,Truck,1.9,0.019,0.157,0.685,0.533,1,0.247,0.675,0.325,0.286,8.8,1.534091,0.561249974,0.56125,56.12
Nickel,2021,Chile,Primary,57.218,6.32,22.656,26.136,4.389,4.038,0.128,0.533,0.068,1.363,0.161,0.362,3.9,Recycled,88.5,Truck,37.5,0.375,0.119,20.049,0.327,0,0.872,0.068,0.932,0.902,3.9,3.461538,-2.122307276,0.0,0.0
Steel,2022,India,Secondary,7.009,0.869,0.457,1.1,0.333,5.119,0.615,0.773,0.476,0.351,0.264,0.511,9.8,Recycled,153.3,Ship,0.0,0.0,0.029,0.738,0.476,1,0.385,0.476,0.524,0.4545,9.8,1.377551,0.37390307050000005,0.373903,37.39
Aluminium,2024,Australia,Secondary,5.7,0.983,0.11,0.706,0.251,4.634,0.671,0.85,0.57,0.699,0.318,0.71,10.7,Recycled,624.1,Truck,38.7,0.387,0.27,1.227,0.619,0,0.329,0.57,0.43,0.3795,10.7,1.261682,0.521191681,0.521192,52.12
Steel,2023,Chile,Secondary,6.464,1.131,0.397,0.99,0.624,4.454,0.626,0.887,0.555,0.34,0.594,0.456,8.7,Recycled,1020.9,Ship,31.8,0.318,0.35,0.612,0.621,0,0.374,0.555,0.445,0.4095,8.7,1.551724,0.36456902199999996,0.364569,36.46
Copper,2022,Germany,Secondary,9.558,1.355,0.534,1.72,0.857,6.446,0.577,0.917,0.529,2.594,0.411,0.427,14.2,Recycled,50.4,Truck,38.0,0.38,0.043,4.903,0.6,0,0.423,0.529,0.471,0.447,14.2,0.950704,0.575035312,0.575035,57.5
Steel,2018,Australia,Primary,23.947,1.762,8.044,9.367,2.414,4.122,0.029,0.3,0.009,0.007,0.349,0.511,9.2,Recycled,298.3,Rail,28.6,0.286,0.193,0.831,0.258,0,0.971,0.009,0.991,0.981,9.2,1.467391,-0.4395105709999998,0.0,0.0
Steel,2023,Canada,Secondary,6.671,0.861,0.584,0.953,0.636,4.498,0.871,0.756,0.659,0.429,0.431,0.533,9.3,Incinerated,110.4,Truck,60.6,0.606,0.848,0.651,0.684,0,0.129,0.659,0.341,0.235,9.3,1.451613,0.658870945,0.658871,65.89
Lithium,2022,Germany,Primary,77.299,10.216,40.007,17.04,10.245,10.007,0.028,0.3,0.008,0.372,0.306,0.268,9.5,Landfill,185.3,Truck,28.2,0.282,0.171,46.482,0.226,0,0.972,0.008,0.992,0.982,9.5,1.421053,-0.3954740459999999,0.0,0.0
Cobalt,2018,Australia,Primary,104.863,9.802,45.476,36.19,12.832,10.365,0.023,0.3,0.007,0.231,0.611,0.367,7.7,Recycled,355.0,Ship,21.1,0.211,0.315,33.032,0.266,0,0.977,0.007,0.993,0.985,7.7,1.753247,-0.7269482949999999,0.0,0.0
Lithium,2019,China,Primary,95.322,10.463,43.837,23.36,15.516,12.609,0.037,0.368,0.014,0.631,0.53,0.124,5.5,Landfill,141.0,Rail,0.0,0.0,0.316,45.042,0.212,0,0.963,0.014,0.986,0.9745,5.5,2.454545,-1.3919541025000002,0.0,0.0
Aluminium,2022,China,Primary,47.716,10.182,4.017,33.999,4.873,4.828,0.015,0.3,0.004,0.008,0.619,0.215,7.9,Cascaded,16.6,Truck,40.1,0.401,0.429,1.922,0.288,0,0.985,0.004,0.996,0.9905,7.9,1.708861,-0.6926268205000001,0.0,0.0
Aluminium,2020,Australia,Secondary,5.641,0.776,0.265,0.554,0.184,4.638,0.765,0.761,0.582,0.631,0.385,0.287,8.4,Recycled,33.9,Truck,55.1,0.551,0.227,1.085,0.616,0,0.235,0.582,0.418,0.3265,8.4,1.607143,0.4752678105,0.475268,47.53
Aluminium,2022,Brazil,Primary,60.073,11.373,5.313,42.332,6.276,6.152,0.036,0.3,0.011,0.022,0.588,0.664,9.1,Cascaded,581.1,Ship,22.7,0.227,0.216,1.992,0.299,0,0.964,0.011,0.989,0.9765,9.1,1.483516,-0.44865337400000005,0.0,0.0
Nickel,2018,China,Primary,77.337,8.246,29.217,35.319,8.552,4.248,0.051,0.359,0.018,0.324,0.194,0.195,3.5,Recycled,903.4,Ship,21.9,0.219,0.095,18.019,0.213,0,0.949,0.018,0.982,0.9655,3.5,3.857143,-2.7240715665,0.0,0.0
Steel,2024,USA,Secondary,7.135,0.802,0.306,1.512,0.417,4.901,0.584,0.774,0.452,0.326,0.838,0.532,3.8,Recycled,979.6,Rail,27.3,0.273,0.14,0.722,0.612,0,0.416,0.452,0.548,0.482,3.8,3.552632,-0.712368624,0.0,0.0
Zinc,2022,India,Primary,31.639,3.617,8.535,13.629,4.72,4.755,0.016,0.3,0.005,0.013,0.817,0.333,3.7,Cascaded,120.3,Ship,58.4,0.584,0.083,2.658,0.367,0,0.984,0.005,0.995,0.9895,3.7,3.648649,-2.6103381855,0.0,0.0
Aluminium,2018,China,Primary,53.555,12.192,8.067,34.52,5.942,5.026,0.029,0.3,0.009,0.016,0.529,0.623,9.5,Landfill,23.5,Ship,78.5,0.785,0.075,1.813,0.396,0,0.971,0.009,0.991,0.981,9.5,1.421053,-0.39405299299999985,0.0,0.0
Aluminium,2020,India,Primary,55.209,11.182,7.671,35.085,5.099,7.354,0.052,0.3,0.016,0.029,0.56,0.448,2.8,Downcycled,566.1,Truck,22.3,0.223,0.2,1.79,0.276,0,0.948,0.016,0.984,0.966,2.8,4.821429,-3.6575004140000003,0.0,0.0
Copper,2023,India,Primary,32.885,3.404,8.437,14.288,7.278,2.883,0.032,0.3,0.01,0.052,0.295,0.541,4.6,Landfill,159.9,Truck,29.0,0.29,0.397,5.24,0.254,0,0.968,0.01,0.99,0.979,4.6,2.934783,-1.873152557,0.0,0.0
Steel,2018,Canada,Secondary,6.765,0.869,0.372,0.781,0.596,5.016,0.665,0.768,0.51,0.401,0.138,0.578,11.9,Landfill,1.5,Truck,47.3,0.473,0.064,0.786,0.57,0,0.335,0.51,0.49,0.4125,11.9,1.134454,0.532037725,0.532038,53.2
Copper,2023,Australia,Primary,27.149,4.599,7.105,11.999,5.339,2.705,0.012,0.3,0.004,0.026,0.817,0.469,2.3,Recycled,51.2,Rail,24.0,0.24,0.475,6.605,0.31,0,0.988,0.004,0.996,0.992,2.3,5.869565,-4.8226084799999995,0.0,0.0
Zinc,2024,Australia,Secondary,7.841,1.115,0.716,0.912,0.811,5.402,0.731,0.74,0.541,1.162,0.517,0.688,0.7,Downcycled,4.4,Truck,44.0,0.44,0.232,2.148,0.639,0,0.269,0.541,0.459,0.364,0.7,19.285714,-6.019999895999999,0.0,0.0
Aluminium,2020,Canada,Secondary,6.26,0.961,0.11,0.83,0.304,5.015,0.845,0.805,0.68,0.845,0.641,0.336,4.1,Recycled,537.0,Truck,0.0,0.0,0.06,1.243,0.582,0,0.155,0.68,0.32,0.2375,4.1,3.292683,0.21798778750000003,0.217988,21.8
Lithium,2022,Germany,Primary,89.315,10.278,46.559,20.567,10.056,12.133,0.016,0.3,0.005,0.286,0.217,0.361,1.2,Downcycled,383.3,Truck+Ship,15.6,0.156,0.419,57.229,0.194,1,0.984,0.005,0.995,0.9895,1.2,11.25,-10.131875,0.0,0.0
Copper,2024,China,Secondary,7.163,0.894,0.391,0.782,0.624,5.366,0.645,0.839,0.541,2.407,0.609,0.514,10.6,Landfill,775.7,Ship,69.7,0.697,0.212,4.45,0.695,0,0.355,0.541,0.459,0.407,10.6,1.273585,0.4816509050000001,0.481651,48.17
Steel,2024,China,Primary,18.846,2.054,6.061,7.878,2.309,2.599,0.003,0.531,0.001,0.001,0.531,0.383,8.8,Landfill,22.4,Truck,35.1,0.351,0.118,0.858,0.348,0,0.997,0.001,0.999,0.998,8.8,1.534091,-0.5310228180000001,0.0,0.0
Aluminium,2023,China,Primary,58.018,13.628,10.662,33.806,6.102,7.448,0.056,0.3,0.017,0.03,0.632,0.611,11.3,Landfill,106.8,Rail,47.5,0.475,0.415,1.741,0.355,0,0.944,0.017,0.983,0.9635,11.3,1.19469,-0.151083815,0.0,0.0
Zinc,2021,Brazil,Secondary,9.446,1.334,0.819,1.293,0.983,6.35,0.691,0.923,0.637,1.48,0.438,0.358,4.3,Recycled,169.5,Air,35.3,0.353,0.175,2.323,0.622,0,0.309,0.637,0.363,0.336,4.3,3.139535,-0.05488376000000006,0.0,0.0
Steel,2023,Australia,Secondary,7.604,0.997,0.672,1.459,0.363,5.109,0.615,0.857,0.528,0.352,0.369,0.747,4.0,Downcycled,783.5,Truck+Ship,84.9,0.849,0.142,0.667,0.711,0,0.385,0.528,0.472,0.4285,4.0,3.375,-0.44618749999999996,0.0,0.0
Zinc,2018,Canada,Primary,32.101,3.193,9.153,13.909,4.305,4.734,0.039,0.3,0.012,0.015,0.371,0.629,3.5,Landfill,7.0,Truck+Ship,24.1,0.241,0.175,1.263,0.266,0,0.961,0.012,0.988,0.9745,3.5,3.857143,-2.7587858535000005,0.0,0.0
Steel,2024,Australia,Primary,19.517,2.16,5.606,7.442,3.613,2.855,0.004,0.384,0.002,0.002,0.374,0.282,10.8,Recycled,279.1,Truck,35.6,0.356,0.25,1.018,0.272,0,0.996,0.002,0.998,0.997,10.8,1.25,-0.24625000000000008,0.0,0.0
Copper,2023,USA,Secondary,8.666,1.444,0.807,1.112,0.71,6.037,0.732,0.851,0.623,4.105,0.74,0.538,11.3,Recycled,593.1,Truck,47.5,0.475,0.117,6.589,0.698,0,0.268,0.623,0.377,0.3225,11.3,1.19469,0.6147124749999999,0.614712,61.47
Steel,2021,Brazil,Primary,17.961,2.832,5.694,7.522,1.806,2.939,0.019,0.3,0.006,0.005,0.701,0.558,11.0,Landfill,202.7,Truck,62.0,0.62,0.335,0.808,0.38,0,0.981,0.006,0.994,0.9875,11.0,1.227273,-0.21193208750000014,0.0,0.0
Aluminium,2020,China,Secondary,5.912,1.302,0.358,0.788,0.357,4.408,0.772,0.817,0.63,0.798,0.419,0.74,9.6,Recycled,99.5,Truck+Ship,5.6,0.056,0.299,1.266,0.586,0,0.228,0.63,0.37,0.299,9.6,1.40625,0.57953125,0.579531,57.95
Steel,2019,Canada,Secondary,6.697,1.023,0.285,1.024,0.483,4.905,0.573,0.812,0.465,0.335,0.31,0.638,6.2,Recycled,447.2,Truck,56.7,0.567,0.158,0.721,0.611,0,0.427,0.465,0.535,0.481,6.2,2.177419,-0.04733853900000007,0.0,0.0
Aluminium,2019,Australia,Primary,62.714,17.646,9.483,38.494,6.817,7.92,0.008,0.535,0.004,0.008,0.504,0.527,5.6,Recycled,87.9,Truck,35.8,0.358,0.198,1.993,0.362,0,0.992,0.004,0.996,0.994,5.6,2.410714,-1.3962497159999998,0.0,0.0
Zinc,2022,Australia,Secondary,7.582,1.216,0.329,1.247,0.828,5.177,0.621,0.81,0.503,0.877,0.696,0.538,4.1,Recycled,25.0,Rail,17.8,0.178,0.137,1.743,0.592,0,0.379,0.503,0.497,0.438,4.1,3.292683,-0.442195154,0.0,0.0
Copper,2021,China,Primary,33.087,3.998,7.265,15.551,6.075,4.196,0.01,0.635,0.007,0.05,0.452,0.668,3.1,Incinerated,26.4,Truck+Ship,65.3,0.653,0.337,7.093,0.458,0,0.99,0.007,0.993,0.9915,3.1,4.354839,-3.3178228685000004,0.0,0.0
Copper,2020,Brazil,Primary,36.617,4.277,10.76,13.804,6.738,5.315,0.06,0.594,0.036,0.255,0.765,0.587,6.5,Recycled,462.6,Truck,46.7,0.467,0.545,7.091,0.46,0,0.94,0.036,0.964,0.952,6.5,2.076923,-0.9772306959999997,0.0,0.0
Steel,2018,Australia,Primary,20.666,2.171,5.877,8.353,3.449,2.987,0.04,0.3,0.012,0.012,0.271,0.81,4.3,Incinerated,171.0,Ship,22.5,0.225,0.115,1.018,0.267,0,0.96,0.012,0.988,0.974,4.3,3.139535,-2.05790709,0.0,0.0
Steel,2020,China,Primary,16.777,2.006,4.648,7.153,2.494,2.482,0.011,0.528,0.006,0.006,0.707,0.521,6.7,Recycled,48.6,Rail,17.3,0.173,0.164,1.054,0.354,0,0.989,0.006,0.994,0.9915,6.7,2.014925,-0.9977981375,0.0,0.0
Nickel,2021,India,Primary,77.403,8.387,25.801,36.767,8.47,6.364,0.026,0.359,0.009,0.184,0.101,0.212,0.5,Downcycled,247.0,Truck,36.3,0.363,0.18,20.414,0.223,0,0.974,0.009,0.991,0.9825,0.5,27.0,-25.5275,0.0,0.0
Cobalt,2023,India,Secondary,22.497,3.602,2.756,3.724,2.644,13.373,0.851,0.79,0.672,17.143,0.37,0.205,4.7,Recycled,153.4,Truck+Ship,41.2,0.412,0.111,25.511,0.608,0,0.149,0.672,0.328,0.2385,4.7,2.87234,0.3149469100000001,0.314947,31.49
Copper,2018,USA,Primary,34.495,4.623,7.079,15.538,8.208,3.67,0.003,0.617,0.002,0.012,0.328,0.786,17.1,Recycled,51.0,Truck,20.4,0.204,0.671,6.068,0.354,0,0.997,0.002,0.998,0.9975,17.1,0.789474,0.21249968499999994,0.2125,21.25
Copper,2020,Australia,Primary,24.76,4.037,6.425,11.14,5.113,2.083,0.01,0.3,0.003,0.02,0.618,0.464,8.4,Incinerated,190.3,Truck,62.9,0.629,0.206,6.824,0.357,0,0.99,0.003,0.997,0.9935,8.4,1.607143,-0.5966965705,0.0,0.0
